"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minutes"
"1768","Golden State Warriors","1/4/17",2016,1,2,50,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",14,16,"Kevin Durant",8
"1769","Golden State Warriors","11/16/16",2016,2,11,19,"shot_yes","Driving Layup Shot","2PT Field Goal",3,"Toronto Raptors",-16,26,"Kevin Durant",14
"1770","Golden State Warriors","12/5/16",2016,2,7,25,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Indiana Pacers",0,13,"Kevin Durant",22
"1771","Golden State Warriors","1/28/17",2016,2,4,14,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Clippers",-9,-1,"Kevin Durant",16
"1772","Golden State Warriors","10/25/16",2016,4,5,41,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",8,15,"Kevin Durant",41
"1773","Golden State Warriors","12/11/16",2016,4,7,18,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-6,-11,"Kevin Durant",37
"1774","Golden State Warriors","1/4/17",2016,2,2,32,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",10,18,"Kevin Durant",20
"1775","Golden State Warriors","2/8/17",2016,2,4,23,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,28,"Kevin Durant",23
"1776","Golden State Warriors","12/11/16",2016,3,8,24,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",6,-1,"Kevin Durant",26
"1777","Golden State Warriors","11/9/16",2016,2,3,21,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",9,18,"Kevin Durant",16
"1778","Golden State Warriors","12/23/16",2016,2,7,10,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",2,3,"Kevin Durant",23
"1779","Golden State Warriors","2/27/17",2016,1,11,5,"shot_yes","Driving Reverse Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,"Kevin Durant",4
"1780","Golden State Warriors","11/1/16",2016,1,6,24,"shot_yes","Driving Reverse Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,"Kevin Durant",12
"1781","Golden State Warriors","12/17/16",2016,1,10,54,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-9,11,"Kevin Durant",6
"1782","Golden State Warriors","1/25/17",2016,1,3,25,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-11,3,"Kevin Durant",9
"1783","Golden State Warriors","1/20/17",2016,3,11,15,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7,"Kevin Durant",27
"1784","Golden State Warriors","11/3/16",2016,1,1,33,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",10,11,"Kevin Durant",6
"1785","Golden State Warriors","12/15/16",2016,2,6,39,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"New York Knicks",-16,2,"Kevin Durant",23
"1786","Golden State Warriors","12/13/16",2016,3,4,29,"shot_yes","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Kevin Durant",29
"1787","Golden State Warriors","11/10/16",2016,4,6,51,"shot_yes","Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Kevin Durant",37
"1788","Golden State Warriors","12/1/16",2016,1,11,13,"shot_yes","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Kevin Durant",11
"1789","Golden State Warriors","12/22/16",2016,3,11,45,"shot_yes","Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,"Kevin Durant",29
"1790","Golden State Warriors","11/4/16",2016,3,11,25,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Kevin Durant",25
"1791","Golden State Warriors","2/23/17",2016,2,5,44,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Kevin Durant",24
"1792","Golden State Warriors","12/13/16",2016,1,0,47,"shot_yes","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Kevin Durant",10
"1793","Golden State Warriors","12/15/16",2016,2,1,40,"shot_yes","Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,"Kevin Durant",17
"1794","Golden State Warriors","11/7/16",2016,4,8,29,"shot_yes","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Kevin Durant",47
"1795","Golden State Warriors","10/28/16",2016,2,2,53,"shot_no","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Kevin Durant",19
"1796","Golden State Warriors","10/28/16",2016,4,2,21,"shot_yes","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Kevin Durant",41
"1797","Golden State Warriors","2/2/17",2016,1,11,33,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Kevin Durant",11
"1798","Golden State Warriors","11/23/16",2016,3,6,43,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Kevin Durant",26
"1799","Golden State Warriors","12/20/16",2016,2,10,53,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Utah Jazz",53,120,"Kevin Durant",20
"1800","Golden State Warriors","11/26/16",2016,1,10,30,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",-37,31,"Kevin Durant",12
"1801","Golden State Warriors","1/22/17",2016,1,6,31,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Orlando Magic",148,16,"Kevin Durant",10
"1802","Golden State Warriors","2/15/17",2016,1,5,32,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",18,"Sacramento Kings",-140,124,"Kevin Durant",1
"1803","Golden State Warriors","11/28/16",2016,1,3,2,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",13,"Atlanta Hawks",137,8,"Kevin Durant",2
"1804","Golden State Warriors","12/20/16",2016,3,9,15,"shot_no","Fadeaway Jump Shot","2PT Field Goal",14,"Utah Jazz",97,105,"Kevin Durant",27
"1805","Golden State Warriors","1/2/17",2016,3,8,53,"shot_no","Fadeaway Jump Shot","2PT Field Goal",17,"Denver Nuggets",-174,26,"Kevin Durant",26
"1806","Golden State Warriors","11/16/16",2016,4,10,25,"shot_no","Fadeaway Jump Shot","2PT Field Goal",17,"Toronto Raptors",-6,174,"Kevin Durant",42
"1807","Golden State Warriors","1/2/17",2016,4,8,27,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",15,"Denver Nuggets",150,52,"Kevin Durant",43
"1808","Golden State Warriors","1/18/17",2016,2,6,43,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",12,"Oklahoma City Thunder",-9,129,"Kevin Durant",16
"1809","Golden State Warriors","11/19/16",2016,2,7,29,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",18,"Milwaukee Bucks",-122,139,"Kevin Durant",24
"1810","Golden State Warriors","12/7/16",2016,2,4,3,"shot_no","Fadeaway Jump Shot","2PT Field Goal",18,"Los Angeles Clippers",107,146,"Kevin Durant",13
"1811","Golden State Warriors","12/3/16",2016,1,10,51,"shot_yes","Fadeaway Jump Shot","3PT Field Goal",22,"Phoenix Suns",227,7,"Kevin Durant",2
"1812","Golden State Warriors","11/3/16",2016,2,4,26,"shot_no","Fadeaway Jump Shot","2PT Field Goal",11,"Oklahoma City Thunder",37,105,"Kevin Durant",19
"1813","Golden State Warriors","11/23/16",2016,4,11,45,"shot_no","Fadeaway Jump Shot","2PT Field Goal",11,"Los Angeles Lakers",-42,110,"Kevin Durant",47
"1814","Golden State Warriors","12/17/16",2016,2,0,54,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",-117,149,"Kevin Durant",13
"1815","Golden State Warriors","11/25/16",2016,1,1,57,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Los Angeles Lakers",-126,36,"Kevin Durant",10
"1816","Golden State Warriors","11/9/16",2016,4,6,46,"shot_no","Fadeaway Jump Shot","2PT Field Goal",12,"Dallas Mavericks",-127,21,"Kevin Durant",40
"1817","Golden State Warriors","12/20/16",2016,2,11,45,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Utah Jazz",-102,124,"Kevin Durant",15
"1818","Golden State Warriors","2/8/17",2016,2,5,7,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",8,"Chicago Bulls",-73,46,"Kevin Durant",16
"1819","Golden State Warriors","11/18/16",2016,2,11,19,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",13,"Boston Celtics",56,124,"Kevin Durant",24
"1820","Golden State Warriors","11/18/16",2016,2,1,6,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",10,"Boston Celtics",-68,75,"Kevin Durant",24
"1821","Golden State Warriors","11/9/16",2016,2,10,12,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Dallas Mavericks",-161,11,"Kevin Durant",22
"1822","Golden State Warriors","11/9/16",2016,3,8,17,"shot_no","Fadeaway Jump Shot","3PT Field Goal",26,"Dallas Mavericks",150,214,"Kevin Durant",31
"1823","Golden State Warriors","11/26/16",2016,2,7,41,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",2,41,"Kevin Durant",22
"1824","Golden State Warriors","11/9/16",2016,4,11,46,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Dallas Mavericks",135,33,"Kevin Durant",38
"1825","Golden State Warriors","12/13/16",2016,1,8,6,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",135,41,"Kevin Durant",10
"1826","Golden State Warriors","12/8/16",2016,1,10,16,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Utah Jazz",-9,136,"Kevin Durant",8
"1827","Golden State Warriors","11/23/16",2016,4,10,22,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",-102,164,"Kevin Durant",42
"1828","Golden State Warriors","2/1/17",2016,2,4,7,"shot_no","Fadeaway Jump Shot","2PT Field Goal",13,"Charlotte Hornets",-4,131,"Kevin Durant",17
"1829","Golden State Warriors","1/29/17",2016,4,4,57,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",-22,56,"Kevin Durant",38
"1830","Golden State Warriors","11/26/16",2016,4,6,6,"shot_no","Fadeaway Jump Shot","2PT Field Goal",17,"Minnesota Timberwolves",99,144,"Kevin Durant",44
"1831","Golden State Warriors","1/4/17",2016,4,0,59,"shot_no","Fadeaway Jump Shot","2PT Field Goal",12,"Portland Trail Blazers",-97,80,"Kevin Durant",42
"1832","Golden State Warriors","2/10/17",2016,1,11,20,"shot_no","Fadeaway Jump Shot","2PT Field Goal",6,"Memphis Grizzlies",-40,57,"Kevin Durant",2
"1833","Golden State Warriors","1/2/17",2016,2,0,1,"shot_yes","Fadeaway Jump Shot","3PT Field Goal",27,"Denver Nuggets",9,273,"Kevin Durant",22
"1834","Golden State Warriors","12/30/16",2016,1,2,3,"shot_no","Fadeaway Jump Shot","2PT Field Goal",16,"Dallas Mavericks",-142,82,"Kevin Durant",3
"1835","Golden State Warriors","1/2/17",2016,1,0,5,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",20,"Denver Nuggets",-30,198,"Kevin Durant",5
"1836","Golden State Warriors","11/13/16",2016,1,9,37,"shot_no","Fadeaway Jump Shot","2PT Field Goal",11,"Phoenix Suns",114,2,"Kevin Durant",12
"1837","Golden State Warriors","1/2/17",2016,3,10,10,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",10,"Denver Nuggets",-38,95,"Kevin Durant",27
"1838","Golden State Warriors","12/8/16",2016,3,8,51,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",6,"Utah Jazz",-22,61,"Kevin Durant",34
"1839","Golden State Warriors","11/13/16",2016,2,3,8,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",12,"Phoenix Suns",-66,106,"Kevin Durant",24
"1840","Golden State Warriors","12/8/16",2016,4,10,31,"shot_no","Fadeaway Jump Shot","2PT Field Goal",6,"Utah Jazz",30,56,"Kevin Durant",37
"1841","Golden State Warriors","1/25/17",2016,4,4,11,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",13,"Charlotte Hornets",-83,101,"Kevin Durant",38
"1842","Golden State Warriors","2/10/17",2016,3,5,6,"shot_no","Fadeaway Jump Shot","2PT Field Goal",9,"Memphis Grizzlies",-88,43,"Kevin Durant",28
"1843","Golden State Warriors","1/2/17",2016,2,7,40,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Denver Nuggets",-107,129,"Kevin Durant",16
"1844","Golden State Warriors","11/16/16",2016,2,7,26,"shot_no","Fadeaway Jump Shot","3PT Field Goal",23,"Toronto Raptors",235,-16,"Kevin Durant",24
"1845","Golden State Warriors","10/28/16",2016,2,8,49,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",6,"New Orleans Pelicans",48,47,"Kevin Durant",23
"1846","Golden State Warriors","11/13/16",2016,2,4,4,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",14,"Phoenix Suns",-145,36,"Kevin Durant",14
"1847","Golden State Warriors","12/23/16",2016,1,8,5,"shot_no","Finger Roll Layup Shot","2PT Field Goal",0,"Detroit Pistons",4,7,"Kevin Durant",3
"1848","Golden State Warriors","12/3/16",2016,2,9,25,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",2,23,"Kevin Durant",22
"1849","Golden State Warriors","11/26/16",2016,4,1,23,"shot_yes","Floating Jump shot","2PT Field Goal",9,"Minnesota Timberwolves",-35,85,"Kevin Durant",38
"1850","Golden State Warriors","1/6/17",2016,3,7,8,"shot_yes","Floating Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-47,90,"Kevin Durant",30
"1851","Golden State Warriors","11/25/16",2016,2,9,3,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Los Angeles Lakers",-11,124,"Kevin Durant",23
"1852","Golden State Warriors","12/10/16",2016,1,0,12,"shot_no","Floating Jump shot","2PT Field Goal",5,"Memphis Grizzlies",28,46,"Kevin Durant",7
"1853","Golden State Warriors","2/4/17",2016,4,5,15,"shot_no","Floating Jump shot","2PT Field Goal",15,"Sacramento Kings",9,156,"Kevin Durant",39
"1854","Golden State Warriors","11/25/16",2016,3,8,2,"shot_no","Floating Jump shot","2PT Field Goal",12,"Los Angeles Lakers",36,121,"Kevin Durant",32
"1855","Golden State Warriors","2/8/17",2016,1,11,44,"shot_no","Floating Jump shot","2PT Field Goal",13,"Chicago Bulls",64,124,"Kevin Durant",12
"1856","Golden State Warriors","11/13/16",2016,1,7,34,"shot_no","Floating Jump shot","2PT Field Goal",14,"Phoenix Suns",-1,149,"Kevin Durant",1
"1857","Golden State Warriors","11/18/16",2016,1,0,46,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Boston Celtics",-97,85,"Kevin Durant",7
"1858","Golden State Warriors","12/10/16",2016,2,6,41,"shot_yes","Floating Jump shot","2PT Field Goal",9,"Memphis Grizzlies",58,72,"Kevin Durant",13
"1859","Golden State Warriors","12/11/16",2016,3,10,17,"shot_yes","Floating Jump shot","2PT Field Goal",3,"Minnesota Timberwolves",-16,26,"Kevin Durant",31
"1860","Golden State Warriors","1/29/17",2016,4,7,18,"shot_no","Floating Jump shot","2PT Field Goal",4,"Portland Trail Blazers",-1,46,"Kevin Durant",45
"1861","Golden State Warriors","11/28/16",2016,2,11,26,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Atlanta Hawks",20,120,"Kevin Durant",20
"1862","Golden State Warriors","2/13/17",2016,2,4,25,"shot_no","Floating Jump shot","2PT Field Goal",9,"Denver Nuggets",48,85,"Kevin Durant",23
"1863","Golden State Warriors","12/7/16",2016,3,1,30,"shot_no","Floating Jump shot","2PT Field Goal",6,"Los Angeles Clippers",55,31,"Kevin Durant",30
"1864","Golden State Warriors","12/23/16",2016,2,8,38,"shot_yes","Hook Shot","2PT Field Goal",5,"Detroit Pistons",14,56,"Kevin Durant",22
"1865","Golden State Warriors","11/10/16",2016,2,1,53,"shot_yes","Hook Shot","2PT Field Goal",8,"Denver Nuggets",-40,80,"Kevin Durant",15
"1866","Golden State Warriors","1/4/17",2016,2,8,57,"shot_yes","Hook Shot","2PT Field Goal",5,"Portland Trail Blazers",-45,26,"Kevin Durant",16
"1867","Golden State Warriors","1/8/17",2016,2,0,46,"shot_yes","Jump Bank Shot","2PT Field Goal",4,"Sacramento Kings",43,13,"Kevin Durant",16
"1868","Golden State Warriors","1/29/17",2016,3,6,26,"shot_yes","Jump Bank Shot","2PT Field Goal",2,"Portland Trail Blazers",-24,16,"Kevin Durant",26
"1869","Golden State Warriors","10/30/16",2016,2,7,22,"shot_yes","Jump Bank Shot","2PT Field Goal",9,"Phoenix Suns",-88,31,"Kevin Durant",24
"1870","Golden State Warriors","1/25/17",2016,4,3,3,"shot_yes","Jump Shot","2PT Field Goal",17,"Charlotte Hornets",28,170,"Kevin Durant",48
"1871","Golden State Warriors","11/4/16",2016,1,8,51,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",36,256,"Kevin Durant",2
"1872","Golden State Warriors","11/4/16",2016,3,2,10,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-155,207,"Kevin Durant",25
"1873","Golden State Warriors","11/4/16",2016,2,2,7,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-57,246,"Kevin Durant",21
"1874","Golden State Warriors","11/4/16",2016,1,2,36,"shot_no","Jump Shot","2PT Field Goal",17,"Los Angeles Lakers",39,168,"Kevin Durant",5
"1875","Golden State Warriors","11/4/16",2016,3,8,2,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-201,163,"Kevin Durant",35
"1876","Golden State Warriors","11/26/16",2016,2,9,31,"shot_no","Jump Shot","2PT Field Goal",16,"Minnesota Timberwolves",38,156,"Kevin Durant",15
"1877","Golden State Warriors","11/10/16",2016,4,7,43,"shot_yes","Jump Shot","2PT Field Goal",11,"Denver Nuggets",1,116,"Kevin Durant",41
"1878","Golden State Warriors","11/10/16",2016,1,11,43,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",182,75,"Kevin Durant",6
"1879","Golden State Warriors","11/10/16",2016,2,10,15,"shot_yes","Jump Shot","2PT Field Goal",16,"Denver Nuggets",115,120,"Kevin Durant",15
"1880","Golden State Warriors","11/10/16",2016,2,0,6,"shot_no","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-171,175,"Kevin Durant",22
"1881","Golden State Warriors","11/10/16",2016,1,7,17,"shot_yes","Jump Shot","2PT Field Goal",13,"Denver Nuggets",61,115,"Kevin Durant",7
"1882","Golden State Warriors","11/10/16",2016,4,11,42,"shot_no","Jump Shot","2PT Field Goal",15,"Denver Nuggets",-132,85,"Kevin Durant",44
"1883","Golden State Warriors","11/10/16",2016,4,10,39,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",107,229,"Kevin Durant",42
"1884","Golden State Warriors","11/10/16",2016,1,1,16,"shot_no","Jump Shot","2PT Field Goal",20,"Denver Nuggets",-159,136,"Kevin Durant",1
"1885","Golden State Warriors","11/10/16",2016,3,10,3,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",138,214,"Kevin Durant",25
"1886","Golden State Warriors","12/15/16",2016,3,2,43,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",233,-1,"Kevin Durant",26
"1887","Golden State Warriors","1/22/17",2016,3,3,15,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",145,223,"Kevin Durant",26
"1888","Golden State Warriors","1/22/17",2016,1,8,14,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-94,252,"Kevin Durant",4
"1889","Golden State Warriors","1/22/17",2016,3,5,55,"shot_yes","Jump Shot","3PT Field Goal",26,"Orlando Magic",-76,252,"Kevin Durant",30
"1890","Golden State Warriors","2/11/17",2016,1,5,57,"shot_yes","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",17,183,"Kevin Durant",6
"1891","Golden State Warriors","12/15/16",2016,2,7,7,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",230,7,"Kevin Durant",22
"1892","Golden State Warriors","12/15/16",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",28,"New York Knicks",-56,278,"Kevin Durant",31
"1893","Golden State Warriors","12/15/16",2016,3,7,0,"shot_no","Jump Shot","2PT Field Goal",16,"New York Knicks",87,139,"Kevin Durant",28
"1894","Golden State Warriors","12/15/16",2016,1,0,49,"shot_yes","Jump Shot","3PT Field Goal",28,"New York Knicks",-102,262,"Kevin Durant",4
"1895","Golden State Warriors","12/15/16",2016,2,4,2,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",232,28,"Kevin Durant",19
"1896","Golden State Warriors","11/26/16",2016,3,8,53,"shot_yes","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",200,159,"Kevin Durant",28
"1897","Golden State Warriors","11/26/16",2016,1,2,8,"shot_no","Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",-37,33,"Kevin Durant",8
"1898","Golden State Warriors","11/26/16",2016,2,8,8,"shot_no","Jump Shot","2PT Field Goal",13,"Minnesota Timberwolves",-55,121,"Kevin Durant",14
"1899","Golden State Warriors","11/26/16",2016,2,0,41,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-35,257,"Kevin Durant",21
"1900","Golden State Warriors","12/15/16",2016,2,2,51,"shot_no","Jump Shot","2PT Field Goal",9,"New York Knicks",-2,95,"Kevin Durant",15
"1901","Golden State Warriors","12/15/16",2016,3,9,0,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",148,210,"Kevin Durant",25
"1902","Golden State Warriors","12/15/16",2016,3,8,31,"shot_no","Jump Shot","2PT Field Goal",10,"New York Knicks",99,16,"Kevin Durant",28
"1903","Golden State Warriors","2/23/17",2016,1,2,52,"shot_no","Jump Shot","2PT Field Goal",15,"Los Angeles Clippers",112,101,"Kevin Durant",1
"1904","Golden State Warriors","2/11/17",2016,4,4,13,"shot_yes","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",182,-10,"Kevin Durant",45
"1905","Golden State Warriors","10/28/16",2016,4,9,52,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-151,208,"Kevin Durant",45
"1906","Golden State Warriors","10/28/16",2016,3,11,11,"shot_no","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-132,232,"Kevin Durant",25
"1907","Golden State Warriors","10/28/16",2016,4,8,33,"shot_no","Jump Shot","2PT Field Goal",12,"New Orleans Pelicans",105,72,"Kevin Durant",42
"1908","Golden State Warriors","10/28/16",2016,1,10,32,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",145,208,"Kevin Durant",8
"1909","Golden State Warriors","10/28/16",2016,1,10,9,"shot_yes","Jump Shot","2PT Field Goal",11,"New Orleans Pelicans",0,110,"Kevin Durant",5
"1910","Golden State Warriors","10/28/16",2016,2,4,38,"shot_no","Jump Shot","2PT Field Goal",19,"New Orleans Pelicans",89,169,"Kevin Durant",20
"1911","Golden State Warriors","10/28/16",2016,3,7,42,"shot_no","Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",86,129,"Kevin Durant",26
"1912","Golden State Warriors","10/28/16",2016,2,0,8,"shot_no","Jump Shot","2PT Field Goal",8,"New Orleans Pelicans",-53,61,"Kevin Durant",20
"1913","Golden State Warriors","2/23/17",2016,1,11,41,"shot_no","Jump Shot","2PT Field Goal",16,"Los Angeles Clippers",132,97,"Kevin Durant",10
"1914","Golden State Warriors","2/23/17",2016,3,8,15,"shot_yes","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-232,11,"Kevin Durant",29
"1915","Golden State Warriors","2/23/17",2016,3,7,51,"shot_yes","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-163,208,"Kevin Durant",28
"1916","Golden State Warriors","2/23/17",2016,4,5,53,"shot_no","Jump Shot","2PT Field Goal",12,"Los Angeles Clippers",1,124,"Kevin Durant",40
"1917","Golden State Warriors","2/23/17",2016,3,2,14,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",127,232,"Kevin Durant",35
"1918","Golden State Warriors","2/23/17",2016,2,6,29,"shot_no","Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",-99,149,"Kevin Durant",22
"1919","Golden State Warriors","2/23/17",2016,2,1,24,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-160,213,"Kevin Durant",14
"1920","Golden State Warriors","1/4/17",2016,3,11,22,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-101,249,"Kevin Durant",28
"1921","Golden State Warriors","1/4/17",2016,2,10,25,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-50,257,"Kevin Durant",17
"1922","Golden State Warriors","11/18/16",2016,4,8,55,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",130,97,"Kevin Durant",43
"1923","Golden State Warriors","2/11/17",2016,2,5,55,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-222,92,"Kevin Durant",20
"1924","Golden State Warriors","2/11/17",2016,1,11,24,"shot_yes","Jump Shot","2PT Field Goal",12,"Oklahoma City Thunder",-16,124,"Kevin Durant",9
"1925","Golden State Warriors","2/11/17",2016,3,11,6,"shot_no","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-16,239,"Kevin Durant",36
"1926","Golden State Warriors","2/11/17",2016,4,3,40,"shot_yes","Jump Shot","3PT Field Goal",28,"Oklahoma City Thunder",-179,218,"Kevin Durant",41
"1927","Golden State Warriors","12/3/16",2016,1,10,8,"shot_no","Jump Shot","2PT Field Goal",14,"Phoenix Suns",-112,97,"Kevin Durant",12
"1928","Golden State Warriors","12/28/16",2016,2,9,4,"shot_no","Jump Shot","3PT Field Goal",26,"Toronto Raptors",-83,247,"Kevin Durant",23
"1929","Golden State Warriors","12/22/16",2016,1,6,13,"shot_yes","Jump Shot","2PT Field Goal",6,"Brooklyn Nets",9,65,"Kevin Durant",2
"1930","Golden State Warriors","12/22/16",2016,1,10,18,"shot_yes","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-109,213,"Kevin Durant",6
"1931","Golden State Warriors","12/22/16",2016,2,2,25,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-40,244,"Kevin Durant",20
"1932","Golden State Warriors","12/22/16",2016,2,1,49,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",240,38,"Kevin Durant",24
"1933","Golden State Warriors","12/22/16",2016,1,8,25,"shot_yes","Jump Shot","2PT Field Goal",16,"Brooklyn Nets",-1,160,"Kevin Durant",2
"1934","Golden State Warriors","12/22/16",2016,4,11,16,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-55,237,"Kevin Durant",46
"1935","Golden State Warriors","12/22/16",2016,4,10,30,"shot_no","Jump Shot","2PT Field Goal",14,"Brooklyn Nets",0,146,"Kevin Durant",43
"1936","Golden State Warriors","12/22/16",2016,2,10,43,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",-140,120,"Kevin Durant",16
"1937","Golden State Warriors","12/22/16",2016,3,7,49,"shot_no","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",119,224,"Kevin Durant",29
